Heading ,Detail,article link: https://en.wikipedia.org/wiki/Pakistan article name: Pakistan
"Pakistan was among the first nations to establish formal diplomatic ties with the People's Republic of China, forging a strong relationship since China's 1962 conflict with India, culminating in a special bond.[215] Throughout the 1960s to 1980s, Pakistan played a crucial role in China's global outreach, facilitating US President Richard Nixon's historic visit to China.[215] Despite changes in Pakistani governance and regional/global dynamics, China's influence in Pakistan remains paramount.[215] In reciprocation, China stands as Pakistan's largest trading partner, with substantial investment in Pakistani infrastructure, notably the Gwadar port. In 2015 alone, they inked 51 agreements and Memorandums of Understanding (MoUs) for cooperative efforts.[216] Both nations signed a Free Trade Agreement in the 2000s, with China making its largest investment in Pakistan's history through CPEC.[217] Pakistan acts as China's liaison to the Muslim world, and both nations support each other on sensitive issues like Kashmir, Taiwan, Xinjiang, and more.[218]
",,
"After Independence, Pakistan vigorously pursued bilateral relations with other Muslim countries[219] and made an active bid for leadership of the Muslim world, or at least for leadership in efforts to achieve unity.[220] The Ali brothers had sought to project Pakistan as the natural leader of the Islamic world, in part due to its large manpower and military strength.[221] A top-ranking Muslim League leader, Khaliquzzaman, declared that Pakistan would bring together all Muslim countries into Islamistan – a pan-Islamic entity.[222]
",,
"Such developments (along with Pakistan's creation) did not get American approval, and British Prime Minister Clement Attlee voiced international opinion at the time by stating that he wished that India and Pakistan would re-unite.[223] Since most of the Arab world was undergoing a nationalist awakening at the time, there was little attraction to Pakistan's Pan-Islamic aspirations.[224] Some of the Arab countries saw the 'Islamistan' project as a Pakistani attempt to dominate other Muslim states.[225]
",,
"Pakistan vigorously championed the right of self-determination for Muslims around the world. Pakistan's efforts for the independence movements of Indonesia, Algeria, Tunisia, Morocco, and Eritrea were significant and initially led to close ties between these countries and Pakistan.[226] Although relations between Pakistan and Bangladesh were initially tense due to the secession war, bilateral cooperation has deepened in recent years.[227]
",,
"On the other hand, Pakistan's relations with Iran have been strained at times due to sectarian tensions.[228] Iran and Saudi Arabia used Pakistan as a battleground for their proxy sectarian war, and by the 1990s Pakistan's support for the Sunni Taliban organisation in Afghanistan became a problem for Shia-led Iran, which opposed a Taliban-controlled Afghanistan at the time.[229] Tensions between Iran and Pakistan intensified in 1998 when Iran accused Pakistan of war crimes after Pakistani warplanes had bombarded Afghanistan's last Shia stronghold in support of the Taliban.[230] As the Taliban returns to power in the 2020s, Pakistan cooperates with neighbors such as Iran and argues that Afghanistan should not be used for geopolitical rivalry.[231]
",,
"Pakistan is an influential and founding member of the Organisation of Islamic Cooperation (OIC). Maintaining cultural, political, social, and economic relations with the Arab world and other countries in the Muslim world is a vital factor in Pakistan's foreign policy.[232]
",,
"Pakistan has been one of the signatories of the agreement to convene a convention for drafting a world constitution.[233][234] As a result, in 1968, for the first time in human history, a World Constituent Assembly convened to draft and adopt the Constitution for the Federation of Earth.[235] Muhammad Ayub Khan, then president of Pakistan signed the agreement to convene a World Constituent Assembly[236][237] and member of Parliament and adviser to the Prime Minister, Ahmed Ebrahim Haroon Jaffer, attended the World Constituent Assembly at Interlaken, Switzerland in August, 1968.[238]
",,
"The first ever Provisional World Parliament (PWP) met in Brighton, U.K. at the Royal Pavilion in 1982 was presided over by Pakistani jurist and diplomat Sir Chaudhry Mohammad Zafrullah Khan.[239][240]
",,
"A federal parliamentary republic state, Pakistan is a federation that comprises four provinces: Punjab, Khyber Pakhtunkhwa, Sindh and Balochistan,[241] and three territories: Islamabad Capital Territory, Gilgit-Baltistan and Azad Kashmir. The Government of Pakistan exercises the de facto jurisdiction over the Frontier Regions and the western parts of the Kashmir Regions, which are organised into the separate political entities Azad Kashmir and Gilgit-Baltistan (formerly Northern Areas). In 2009, the constitutional assignment (the Gilgit–Baltistan Empowerment and Self-Governance Order) awarded the Gilgit-Baltistan a semi-provincial status, giving it self-government.[242]
",,
"The local government system consists of a three-tier system of districts, tehsils, and union councils, with an elected body at each tier.[243] There are about 130 districts altogether, of which Azad Kashmir has ten[244] and Gilgit-Baltistan seven.[245]
",,
"
Law enforcement is carried out by a joint network of the intelligence community with jurisdiction limited to the relevant province or territory. The National Intelligence Directorate coordinates the information intelligence at both federal and provincial levels; including the FIA, IB, Motorway Police, and Civil Armed Forces such as the Pakistan Rangers and the Frontier Corps.[246]
",,
"Pakistan's ""premier"" intelligence agency, the Inter-Services Intelligence (ISI), was formed just within a year after the Independence of Pakistan in 1947.[247] ABC News Point in 2014 reported that the ISI was ranked as the top intelligence agency in the world.[248]
",,
"The court system is organised as a hierarchy, with the Supreme Court at the apex, below which are high courts, Federal Shariat Courts (one in each province and one in the federal capital), district courts (one in each district), Judicial Magistrate Courts (in every town and city), Executive Magistrate Courts, and civil courts. The Penal code has limited jurisdiction in the Tribal Areas, where law is largely derived from tribal customs.[246][249]
",,
"Kashmir, a Himalayan region situated at the northernmost point of the Indian subcontinent, was governed as an autonomous princely state known as Jammu and Kashmir in the British Raj prior to the Partition of India in August 1947. Following the independence of India and Pakistan post-partition, the region became the subject of a major territorial dispute that has hindered their bilateral relations. The two states have engaged each other in two large-scale wars over the region in 1947–1948 and 1965. India and Pakistan have also fought smaller-scale protracted conflicts over the region in 1984 and 1999.[186] Approximately 45.1% of the Kashmir region is controlled by India (administratively split into Jammu and Kashmir and Ladakh), which also claims the entire territory of the former princely state of Jammu and Kashmir that is not under its control.[186] India's control over Jammu and Kashmir and Ladakh as well as its claim to the rest of the region has likewise been contested by Pakistan, which controls approximately 38.2% of the region (administratively split into Azad Jammu and Kashmir and Gilgit−Baltistan) and claims all of the territory under Indian control.[186][250] Additionally, approximately 20% of the region known as Aksai Chin and the Shaksgam Valley (since Sino-Pakistani Agreement of 1963) has been controlled by China.[251] The Chinese-controlled areas of Kashmir remain subject to an Indian territorial claim, but are not claimed by Pakistan.
",,
"India claims the entire Kashmir region on the basis of the Instrument of Accession—a legal agreement with the princely state of Jammu and Kashmir that was executed by Hari Singh, the maharaja of the state, who agreed to cede the entire area to newly-independent India.[252] Pakistan claims most of Kashmir on the basis of its Muslim-majority population and of its geography, the same principles that were applied for the creation of the two independent states.[253] India referred the dispute to the United Nations on 1 January 1948.[254] In a resolution passed in 1948, the UN's General Assembly asked Pakistan to remove most of its military troops to set the conditions for the holding of a plebiscite. However, Pakistan failed to vacate the region and a ceasefire was reached in 1949 establishing a ceasefire line known as the Line of Control (LoC) that divided Kashmir between the two states as a de facto border.[255] India, fearful that the Muslim-majority populace of Kashmir would vote to secede from India, did not allow a plebiscite to take place in the region. This was confirmed in a statement by India's Defense Minister, Krishna Menon, who stated: ""Kashmir would vote to join Pakistan and no Indian Government responsible for agreeing to plebiscite would survive.""[256]
",,
"Pakistan claims that its position is for the right of the Kashmiri people to determine their future through impartial elections as mandated by the United Nations,[257] while India has stated that Kashmir is an ""integral part"" of India, referring to the 1972 Simla Agreement and to the fact that regional elections take place regularly.[258] In recent developments, certain Kashmiri independence groups believe that Kashmir should be independent of both India and Pakistan.[186]
",,
"The law enforcement in Pakistan is carried out by joint network of several federal and provincial police agencies. The four provinces and the Islamabad Capital Territory (ICT) each have a civilian police force with jurisdiction extending only to the relevant province or territory.[157] At the federal level, there are a number of civilian intelligence agencies with nationwide jurisdictions including the Federal Investigation Agency (FIA) and the Intelligence Bureau (IB), as well as  National Guard and the Civil Armed Forces such as the Gilgit-Baltistan Scouts, the Punjab Rangers, and the Frontier Corps Khyber Pakhtunkhwa (North).
",,
"The most senior officers of all the civilian police forces also form part of the Police Service, which is a component of the civil service of Pakistan. Namely, there is four provincial police service including the Punjab Police, Sindh Police, Khyber-Pakhtunkhwa Police, and the Balochistan Police; all headed by the appointed senior Inspector-Generals. The ICT has its own police component, the Capital Police, to maintain law and order in the capital. The CID bureaus are the crime investigation unit and form a vital part in each provincial police service.
",,
"The law enforcement in Pakistan also has a Motorway Patrol which is responsible for enforcement of traffic and safety laws, security and recovery on Pakistan's inter-provincial motorway network. In each of provincial Police Service, it also maintains a respective Elite Police units led by the NACTA—a counter-terrorism police unit as well as providing VIP escorts. In the Punjab and Sindh, the Pakistan Rangers are an internal security force with the prime objective to provide and maintain security in war zones and areas of conflict as well as maintaining law and order which includes providing assistance to the police.[259] The Frontier Corps serves the similar purpose in Khyber-Pakhtunkhwa, and the Balochistan.[259]
",,
"Male homosexuality is illegal in Pakistan and punishable with up to life in prison.[260] In its 2018 Press Freedom Index, Reporters Without Borders ranked Pakistan number 139 out of 180 countries based on freedom of the press.[261] Television stations and newspapers are routinely shut down for publishing any reports critical of the government or the military.[262]
",,
"The armed forces of Pakistan are the sixth largest in the world in terms of numbers in full-time service, with about 651,800 personnel on active duty and 291,000 paramilitary personnel, as of tentative estimates in 2021.[263] They came into existence after independence in 1947, and the military establishment has frequently influenced the national politics ever since.[181] Chain of command of the military is kept under the control of the Joint Chiefs of Staff Committee; all of the branches joint works, co-ordination, military logistics, and joint missions are under the Joint Staff HQ.[264] The Joint Staff HQ is composed of the Air HQ, Navy HQ, and Army GHQ in the vicinity of the Rawalpindi Military District.[265]
",,
"The Chairman Joint Chiefs of Staff Committee is the highest principle staff officer in the armed forces, and the chief military adviser to the civilian government though the chairman has no authority over the three branches of armed forces.[264] The Chairman joint chiefs controls the military from the JS HQ and maintains strategic communications between the military and the civilian government.[264] As of 2021[update], the CJCSC is General Nadeem Raza[266] alongside chief of army staff General Asim Munir,[267][268] chief of naval staff Admiral Muhammad Amjad Khan Niazi,[269] and chief of air staff Air Chief Marshal Zaheer Ahmad Babar.[270] The main branches are the Army, the Air Force and the Navy, which are supported by a large number of paramilitaries in the country.[271] Control over the strategic arsenals, deployment, employment, development, military computers and command and control is a responsibility vested under the National Command Authority which oversaw the work on the nuclear policy as part of the credible minimum deterrence.[118]
",,
"The United States, Turkey, and China maintain close military relations and regularly export military equipment and technology transfer to Pakistan.[272] Joint logistics and major war games are occasionally carried out by the militaries of China and Turkey.[271][273] Philosophical basis for the military draft is introduced by the Constitution in times of emergency, but it has never been imposed.[274]
",,
"Since 1947, Pakistan has been involved in four conventional wars with India. The first Indo-Pak war of 1947 occurred in Kashmir with Pakistan gaining control of Western Kashmir, (Azad Kashmir and Gilgit-Baltistan), and India retaining Eastern Kashmir (Jammu and Kashmir and Ladakh). Territorial problems eventually led to another conventional war in 1965.  The 1971 war resulted in Pakistan's unconditional surrender of East Pakistan.[275] Tensions in Kargil brought the two countries at another brink of war.[119] Since 1947 the unresolved territorial problems with Afghanistan saw border skirmishes which were kept mostly at the mountainous border. In 1961, the military and intelligence community repelled the Afghan incursion in the Bajaur Agency near the Durand Line border.[276]
",,
"Rising tensions with neighbouring USSR in their involvement in Afghanistan, Pakistani intelligence community, mostly the ISI, systematically coordinated the US resources to the Afghan mujahideen and foreign fighters against the Soviet Union's presence in the region. Military reports indicated that the PAF was in engagement with the Soviet Air Force, supported by the Afghan Air Force during the course of the conflict; one of which belonged to Alexander Rutskoy.[277] Apart from its own conflicts, Pakistan has been an active participant in United Nations peacekeeping missions. It played a major role in rescuing trapped American soldiers from Mogadishu, Somalia, in 1993 in Operation Gothic Serpent.[278][279] According to UN reports, the Pakistani military is the third largest troop contributor to UN peacekeeping missions after Ethiopia and India.[280]
",,
"Pakistan has deployed its military in some Arab countries, providing defence, training, and playing advisory roles.[281] The PAF and Navy's fighter pilots have voluntarily served in Arab nations' militaries against Israel in the Six-Day War (1967) and in the Yom Kippur War (1973). Pakistan's fighter pilots shot down ten Israeli planes in the Six-Day War.[278] In the 1973 war, one of the PAF pilots, Flt. Lt. Sattar Alvi (flying a MiG-21), shot down an Israeli Air Force Mirage and was honoured by the Syrian government.[282] Requested by the Saudi monarchy in 1979, Pakistan's special forces units, operatives, and commandos were rushed to assist Saudi forces in Mecca to lead the operation of the Grand Mosque. For almost two weeks Saudi Special Forces and Pakistani commandos fought the insurgents who had occupied the Grand Mosque's compound.[283] In 1991, Pakistan became involved with the Gulf War and sent 5,000 troops as part of a US-led coalition, specifically for the defence of Saudi Arabia.[284]
",,
"Despite the UN arms embargo on Bosnia, General Javed Nasir of the ISI airlifted anti-tank weapons and missiles to Bosnian mujahideen which turned the tide in favour of Bosnian Muslims and forced the Serbs to lift the siege. Under Nasir's leadership the ISI was also involved in supporting Chinese Muslims in Xinjiang Province, rebel Muslim groups in the Philippines, and some religious groups in Central Asia.[285]
",,
"Since 2004, the military has been engaged in an insurgency in the Khyber Pakhtunkhwa province, mainly against the Tehrik-i-Taliban factions.[286] Major operations undertaken by the army include Operation Black Thunderstorm, Operation Rah-e-Nijat and Operation Zarb-e-Azb.[287]
",,
"According to SIPRI, Pakistan was the 9th-largest recipient and importer of arms between 2012 and 2016.[288]
",,
"The economy of Pakistan is the 23rd-largest in the world in terms of purchasing power parity (PPP), and 42nd-largest in terms of nominal gross domestic product. Economists estimate that Pakistan was part of the wealthiest region of the world throughout the first millennium CE, with the largest economy by GDP. This advantage was lost in the 18th century as other regions such as China and Western Europe edged forward.[296] Pakistan is considered a developing country[297] and is one of the Next Eleven, a group of eleven countries that, along with the BRICs, have a high potential to become the world's largest economies in the 21st century.[298]
In recent years, after decades of social instability, as of 2013[update], serious deficiencies in macromanagement and unbalanced macroeconomics in basic services such as rail transportation and electrical energy generation have developed.[299] The economy is considered to be semi-industrialized, with centres of growth along the Indus River.[300][301][302] The diversified economies of Karachi and Punjab's urban centres coexist with less-developed areas in other parts of the country, particularly in Balochistan.[301] According to the Economic complexity index, Pakistan is the 67th-largest export economy in the world and the 106th-most complex economy.[303] During the fiscal year 2015–16, Pakistan's exports stood at US$20.81 billion and imports at US$44.76 billion, resulting in a negative trade balance of US$23.96 billion.[304]
",,
"As of 2022[update], Pakistan's estimated nominal GDP is US$376.493 billion.[305] The GDP by PPP is US$1.512 trillion. The estimated nominal per capita GDP is US$1,658, the GDP (PPP)/capita is US$6,662 (international dollars),[289] According to the World Bank, Pakistan has important strategic endowments and development potential. The increasing proportion of Pakistan's youth provides the country with both a potential demographic dividend and a challenge to provide adequate services and employment.[306] 21.04% of the population live below the international poverty line of US$1.25 a day. The unemployment rate among the aged 15 and over population is 5.5%.[307] Pakistan has an estimated 40 million middle class citizens, projected to increase to 100 million by 2050.[308] A 2015 report published by the World Bank ranked Pakistan's economy at 24th-largest[309] in the world by purchasing power and 41st-largest[310] in absolute terms. It is South Asia's second-largest economy, representing about 15.0% of regional GDP.[311]
",,
"Pakistan's economic growth since its inception has been varied. It has been slow during periods of democratic transition, but robust during the three periods of martial law, although the foundation for sustainable and equitable growth was not formed.[100] The early to middle 2000s was a period of rapid economic reforms; the government raised development spending, which reduced poverty levels by 10% and increased GDP by 3%.[157][314] The economy cooled again from 2007.[157] Inflation reached 25.0% in 2008,[315] and Pakistan had to depend on a fiscal policy backed by the International Monetary Fund to avoid possible bankruptcy.[316] A year later, the Asian Development Bank reported that Pakistan's economic crisis was easing.[317] The inflation rate for the fiscal year 2010–11 was 14.1%.[318] Since 2013, as part of an International Monetary Fund program, Pakistan's economic growth has picked up. In 2014 Goldman Sachs predicted that Pakistan's economy would grow 15 times in the next 35 years to become the 18th-largest economy in the world by 2050.[319] In his 2016 book, The Rise and Fall of Nations, Ruchir Sharma termed Pakistan's economy as at a 'take-off' stage and the future outlook until 2020 has been termed 'Very Good'. Sharma termed it possible to transform Pakistan from a ""low-income to a middle-income country during the next five years"".[320]
",,
"Pakistan is one of the largest producers of natural commodities, and its labour market is the 10th-largest in the world. The 7-million–strong Pakistani diaspora contributed US$19.9 billion to the economy in 2015–16.[322][323][324] The major source countries of remittances to Pakistan are: the UAE; the United States; Saudi Arabia; the Gulf states (Bahrain, Kuwait, Qatar, and Oman); Australia; Canada; Japan; the United Kingdom; Norway; and Switzerland.[325][326] According to the World Trade Organization, Pakistan's share of overall world exports is declining; it contributed only 0.13% in 2007.[327]
",,
"The structure of the Pakistani economy has changed from a mainly agricultural to a strong service base. Agriculture as of 2015[update] accounts for only 20.9% of the GDP.[329] Even so, according to the United Nations Food and Agriculture Organization, Pakistan produced 21,591,400 metric tons of wheat in 2005, more than all of Africa (20,304,585 metric tons) and nearly as much as all of South America (24,557,784 metric tons).[330] Majority of the population, directly or indirectly, is dependent on this sector. It accounts for 43.5% of employed labour force and is the largest source of foreign exchange earnings.[329][331]
",,
"A large portion of the country's manufactured exports is dependent on raw materials such as cotton and hides that are part of the agriculture sector, while supply shortages and market disruptions in farm products do push up inflationary pressures. The country is also the fifth-largest producer of cotton, with cotton production of 14 million bales from a modest beginning of 1.7 million bales in the early 1950s; is self-sufficient in sugarcane; and is the fourth-largest producer of milk in the world. Land and water resources have not risen proportionately, but the increases have taken place mainly due to gains in labour and agriculture productivity. The major breakthrough in crop production took place in the late 1960s and 1970s due to the Green Revolution that made a significant contribution to land and yield increases of wheat and rice. Private tube wells led to a 50 percent increase in the cropping intensity which was augmented by tractor cultivation. While the tube wells raised crop yields by 50 percent, the High Yielding Varieties (HYVs) of wheat and rice led to a 50–60 percent higher yield.[332] Meat industry accounts for 1.4 percent of overall GDP.[333]
",,
"Industry is the second-largest sector of the economy, accounting for 19.74% of gross domestic product (GDP), and 24 percent of total employment. Large-scale manufacturing (LSM), at 12.2% of GDP, dominates the overall sector, accounting for 66% of the sectoral share, followed by small-scale manufacturing, which accounts for 4.9% of total GDP. Pakistan's cement industry is also fast growing mainly because of demand from Afghanistan and from the domestic real estate sector. In 2013 Pakistan exported 7,708,557 metric tons of cement.[335] Pakistan has an installed capacity of 44,768,250 metric tons of cement and 42,636,428 metric tons of clinker. In 2012 and 2013, the cement industry in Pakistan became the most profitable sector of the economy.[336]
",,
"The textile industry has a pivotal position in the manufacturing sector of Pakistan. In Asia, Pakistan is the eighth-largest exporter of textile products, contributing 9.5% to the GDP and providing employment to around 15 million people (some 30% of the 49 million people in the workforce). Pakistan is the fourth-largest producer of cotton with the third-largest spinning capacity in Asia after China and India, contributing 5% to the global spinning capacity.[337] China is the second largest buyer of Pakistani textiles, importing US$1.527 billion of textiles last fiscal. Unlike the US, where mostly value-added textiles are imported, China buys only cotton yarn and cotton fabric from Pakistan. In 2012, Pakistani textile products accounted for 3.3% or US$1.07bn of all UK textile imports, 12.4% or $4.61bn of total Chinese textile imports, 3.0% of all US textile imports ($2,980 million), 1.6% of total German textile imports ($880 million) and 0.7% of total Indian textile imports ($888 million).[338]
",,
"As of 2014–15, the services sector makes up 58.8% of GDP[329] and has emerged as the main driver of economic growth.[339] Pakistani society like other developing countries is a consumption oriented society, having a high marginal propensity to consume. The growth rate of services sector is higher than the growth rate of agriculture and industrial sector. Services sector accounts for 54 percent of GDP in 2014 and little over one-third of total employment. Services sector has strong linkages with other sectors of economy; it provides essential inputs to agriculture sector and manufacturing sector.[340] Pakistan's I.T sector is regarded as among the fastest growing sector's in Pakistan. The World Economic Forum, assessing the development of Information and Communication Technology in the country ranked Pakistan 110th among 139 countries on the 'Networked Readiness Index 2016'.[341]
",,
"As of May 2020[update], Pakistan has about 82 million internet users, making it the 9th-largest population of Internet users in the world.[342][343] The current growth rate and employment trend indicate that Pakistan's Information Communication Technology (ICT) industry will exceed the $10-billion mark by 2020.[344] The sector employees 12,000 and count's among top five freelancing nations.[345] The country has also improved its export performance in telecom, computer and information services, as the share of their exports surged from 8.2pc in 2005–06 to 12.6pc in 2012–13. This growth is much better than that of China, whose share in services exports was 3pc and 7.7pc for the same period, respectively.[346]
",,
"With its diverse cultures, people, and landscapes, Pakistan attracted around 6.6 million foreign tourists in 2018,[347] which represented a significant decline since the 1970s when the country received unprecedented numbers of foreign tourists due to the popular Hippie trail. The trail attracted thousands of Europeans and Americans in the 1960s and 1970s who travelled via land through Turkey and Iran into India through Pakistan.[348] Northern Pakistan is well-known for its scenic beauty and several highest peaks of the world. The main destinations of choice for these tourists were the Khyber Pass, Peshawar, Karachi, Lahore, Swat and Rawalpindi.[349] The numbers following the trail declined after the Iranian Revolution and the Soviet–Afghan War.[350]
",,
"Pakistan's tourist attractions range from the mangroves in the south to the Himalayan hill stations in the north-east. The country's tourist destinations range from the Buddhist ruins of Takht-i-Bahi and Taxila, to the 5,000-year-old cities of the Indus Valley civilization such as Mohenjo-daro and Harappa.[351] Pakistan is home to several mountain peaks over 7,000 metres (23,000 feet).[352] The northern part of Pakistan has many old fortresses, examples of ancient architecture, and the Hunza and Chitral valleys, home to the small pre-Islamic Kalasha community claiming descent from Alexander the Great.[353] Pakistan's cultural capital, Lahore, contains many examples of Mughal architecture such as the Badshahi Masjid, the Shalimar Gardens, the Tomb of Jahangir, and the Lahore Fort.
",,
"In October 2006, just one year after the 2005 Kashmir earthquake, The Guardian released what it described as ""The top five tourist sites in Pakistan"" in order to help the country's tourism industry.[354] The five sites included Taxila, Lahore, the Karakoram Highway, Karimabad, and Lake Saiful Muluk. To promote Pakistan's unique cultural heritage, the government organises various festivals throughout the year.[355] In 2015, the World Economic Forum's Travel & Tourism Competitiveness Report ranked Pakistan 125 out of 141 countries.[356]
",,
"Pakistan was recognised as the best country for infrastructure development in South Asia during the IWF and World Bank annual meetings in 2016.[357]
",,
"As of May 2021, nuclear power is provided by six licensed commercial nuclear power plants.[358] The Pakistan Atomic Energy Commission (PAEC) is solely responsible for operating these power plants, while the Pakistan Nuclear Regulatory Authority regulates safe usage of the nuclear energy.[359] The electricity generated by commercial nuclear power plants constitutes roughly 5.8% of Pakistan's electrical energy, compared to 64.2% from fossil fuels (crude oil and natural gas), 29.9% from hydroelectric power, and 0.1% from coal.[360][361] Pakistan is one of the four nuclear armed states (along with India, Israel, and North Korea) that is not a party to the Nuclear Non-Proliferation Treaty, but it is a member in good standing of the International Atomic Energy Agency.[362]
",,
"
The KANUPP-I, a Candu-type nuclear reactor, was supplied by Canada in 1971—the country's first commercial nuclear power plant. The Sino-Pakistani nuclear cooperation began in the early 1980s. After a Sino-Pakistani nuclear cooperation agreement in 1986,[363] China provided Pakistan with a nuclear reactor dubbed CHASNUPP-I for energy and the industrial growth of the country. In 2005 both countries proposed working on a joint energy security plan, calling for a huge increase in generation capacity to more than 160,000 MWe by 2030. Under its Nuclear Energy Vision 2050, the Pakistani government plans to increase nuclear power generation capacity to 40,000 MWe,[364] 8,900 MWe of it by 2030.[365] ",,
"In June 2008 the nuclear commercial complex was expanded with the ground work of installing and operationalising the Chashma-III and Chashma–IV reactors at Chashma, Punjab Province, each with 325–340 MWe and costing ₨ 129 billion; from which the ₨ 80 billion came from international sources, principally China. A further agreement for China's help with the project was signed in October 2008, and given prominence as a counter to the US–India agreement that shortly preceded it. The cost quoted then was US$1.7 billion, with a foreign loan component of US$1.07 billion. In 2013 Pakistan established a second commercial nuclear complex in Karachi with plans of additional reactors, similar to the one in Chashma.[367] The electrical energy is generated by various energy corporations and evenly distributed by the National Electric Power Regulatory Authority (NEPRA) among the four provinces. However, the Karachi-based K-Electric and the Water and Power Development Authority (WAPDA) generates much of the electrical energy used in Pakistan in addition to gathering revenue nationwide.[368] In 2014, Pakistan had an installed electricity generation capacity of ~22,797MWt.[360]
",,
"The transport industry accounts for ~10.5% of the nation's GDP.[369]
",,
"Motorways of Pakistan are a network of multiple-lane, high-speed, controlled-access highways in Pakistan, which are owned, maintained, and operated federally by Pakistan's National Highway Authority. As of 20 February 2020, 1882 km of motorways are operational, while an additional 1854 km are under construction or planned. All motorways in Pakistan are pre-fixed with the letter 'M' (for ""Motorway"") followed by the unique numerical designation of the specific highway (with a hyphen in the middle), e.g. ""M-1"".[370]
",,
"Pakistan's motorways are an important part of Pakistan's ""National Trade Corridor Project"",[371] which aims to link Pakistan's three Arabian Sea ports (Karachi Port, Port Bin Qasim and Gwadar Port) to the rest of the country through its national highways and motorways network and further north with Afghanistan, Central Asia and China. The project was planned in 1990. The China Pakistan Economic Corridor project aims to link Gwadar Port and Kashgar (China) using Pakistani motorways, national highways, and expressways.
",,
"Highways form the backbone of Pakistan's transport system; a total road length of 263,942 kilometres (164,006 miles) accounts for 92% of passengers and 96% of inland freight traffic. Road transport services are largely in the hands of the private sector. The National Highway Authority is responsible for the maintenance of national highways and motorways. The highway and motorway system depends mainly on north–south links connecting the southern ports to the populous provinces of Punjab and Khyber-Pakhtunkhwa. Although this network only accounts for 4.6% of total road length,[329] it carries 85% of the country's traffic.[372][373]
",,
"The Pakistan Railways, under the Ministry of Railways (MoR), operates the railroad system. From 1947 until the 1970s the train system was the primary means of transport until the nationwide constructions of the national highways and the economic boom of the automotive industry. Beginning in the 1990s there was a marked shift in traffic from rail to highways; dependence grew on roads after the introduction of vehicles in the country. Now the railway's share of inland traffic is below 8% for passengers and 4% for freight traffic.[329] As personal transportation began to be dominated by the automobile, total rail track decreased from 8,775 kilometres (5,453 miles) in 1990–91 to 7,791 kilometres (4,841 miles) in 2011.[372][374] Pakistan expects to use the rail service to boost foreign trade with China, Iran, and Turkey.[375]
",,
"There are an estimated 151 airports and airfields in Pakistan as of 2013—including both the military and the mostly publicly owned civilian airports.[376] Although Jinnah International Airport is the principal international gateway to Pakistan, the international airports in Lahore, Islamabad, Peshawar, Quetta, Faisalabad, Sialkot, and Multan also handle significant amounts of traffic.
",,
"The civil aviation industry is mixed with public and private sectors, which was deregulated in 1993. While the state-owned Pakistan International Airlines (PIA) is the major and dominant air carrier that carries about 73% of domestic passengers and all domestic freight, the private airlines such as airBlue and Air Indus, also provide similar services at a low cost.
",,
"Major seaports are in Karachi, Sindh (the Karachi port, Port Qasim).[372][374] Since the 1990s some seaport operations have been moved to Balochistan with the construction of Gwadar Port, Port of Pasni and Gadani Port.[372][374] Gwadar Port is the deepest sea port of the world.[377] According to the WEF's Global Competitiveness Report, quality ratings of Pakistan's port infrastructure increased from 3.7 to 4.1 between 2007 and 2016.[378]
",,
"Many flyovers and underpasses are located in major urban areas of the country to segregate the flow of traffic. The highest number of flyovers and under passes are located in Karachi, followed by Lahore.[396] Other cities having flyovers and underpasses for the regulation of flow of traffic includes Islamabad-Rawalpindi, Faisalabad, Gujranwala, Multan, Peshawar, Hyderabad, Quetta, Sargodha, Bahawalpur, Sukkur, Larkana, Rahim Yar Khan and Sahiwal etc.[397]
",,
"Beijing Underpass, Lahore is the longest underpass of Pakistan with a length of about 1.3 km (0.81 mi).[398] Muslim Town Flyover, Lahore is the longest flyover of the country with a length of about 2.6 km (1.6 mi).[399]
",,
"Developments in science and technology have played an important role in Pakistan's infrastructure and helped the country connect to the rest of the world.[400] Every year, scientists from around the world are invited by the Pakistan Academy of Sciences and the Pakistan Government to participate in the International Nathiagali Summer College on Physics.[401] Pakistan hosted an international seminar on ""Physics in Developing Countries"" for the International Year of Physics 2005.[402] The Pakistani theoretical physicist Abdus Salam won a Nobel Prize in Physics for his work on the electroweak interaction.[403] Influential publications and critical scientific work in the advancement of mathematics, biology, economics, computer science, and genetics have been produced by Pakistani scientists at both the domestic and international levels.[404]
",,
"In chemistry, Salimuzzaman Siddiqui was the first Pakistani scientist to bring the therapeutic constituents of the neem tree to the attention of natural products chemists.[405] Pakistani neurosurgeon Ayub Ommaya invented the Ommaya reservoir, a system for treatment of brain tumours and other brain conditions.[406] Scientific research and development play a pivotal role in Pakistani universities, government- sponsored national laboratories, science parks, and the industry.[407] Abdul Qadeer Khan, regarded as the founder of the HEU-based gas-centrifuge uranium enrichment program for Pakistan's integrated atomic bomb project.[408] He founded and established the Kahuta Research Laboratories (KRL) in 1976, serving as both its senior scientist and the Director-General until his retirement in 2001, and he was an early and vital figure in other science projects. Apart from participating in Pakistan's atomic bomb project, he made major contributions in molecular morphology, physical martensite, and its integrated applications in condensed and material physics.[409]
",,
"In 2010 Pakistan was ranked 43rd in the world in terms of published scientific papers.[410] The Pakistan Academy of Sciences, a strong scientific community, plays an influential and vital role in formulating recommendations regarding science policies for the government.[411] Pakistan was ranked 88th in the Global Innovation Index in 2023, up from 107th in 2020.[412][413][414]
",,
