Heading,Detail,,article link: https://en.wikipedia.org/wiki/Joseph_Stalin
"In May 1922, a massive stroke left Lenin partially paralysed.[255] Residing at his Gorki dacha, Lenin's main connection to Sovnarkom was through Stalin, who was a regular visitor.[256] Lenin twice asked Stalin to procure poison so that he could commit suicide, but Stalin never did so.[257] Despite this comradeship, Lenin disliked what he referred to as Stalin's ""Asiatic"" manner and told his sister Maria that Stalin was ""not intelligent"".[258] Lenin and Stalin argued on the issue of foreign trade; Lenin believed that the Soviet state should have a monopoly on foreign trade, but Stalin supported Grigori Sokolnikov's view that doing so was impractical at that stage.[259] Another disagreement came over the Georgian affair, with Lenin backing the Georgian Central Committee's desire for a Georgian Soviet Republic over Stalin's idea of a Transcaucasian one.[260]
",,,
"They also disagreed on the nature of the Soviet state. Lenin called for establishment of a new federation named the ""Union of Soviet Republics of Europe and Asia"", reflecting his desire for expansion across the two continents and insisted that the Russian state should join this union on equal terms with the other Soviet states.[261] Stalin believed this would encourage independence sentiment among non-Russians, instead arguing that ethnic minorities would be content as ""autonomous republics"" within the Russian Soviet Federative Socialist Republic.[262] Lenin accused Stalin of ""Great Russian chauvinism""; Stalin accused Lenin of ""national liberalism"".[263] A compromise was reached, in which the federation would be renamed the ""Union of Soviet Socialist Republics"" (USSR).[261] The USSR's formation was ratified in December 1922; although officially a federal system, all major decisions were taken by the governing Politburo of the Communist Party of the Soviet Union in Moscow.[264]
",,,
"Their differences also became personal; Lenin was particularly angered when Stalin was rude to his wife Krupskaya during a telephone conversation.[265] In the final years of his life, Krupskaya provided governing figures with Lenin's Testament, a series of increasingly disparaging notes about Stalin. These criticised Stalin's rude manners and excessive power, suggesting that Stalin should be removed from the position of general secretary.[266] Some historians have questioned whether Lenin ever produced these, suggesting instead that they may have been written by Krupskaya, who had personal differences with Stalin;[254] Stalin, however, never publicly voiced concerns about their authenticity.[267] Most historians consider the document to be an accurate reflection of Lenin's views.[268] According to Stalin's secretary, Boris Bazhanov, Lenin ""in general leaned towards a collegial leadership, with Trotsky in the first position"".[269]
",,,
"Lenin died in January 1924.[270] Stalin took charge of the funeral and was one of its pallbearers; against the wishes of Lenin's widow, the Politburo embalmed his corpse and placed it within a mausoleum in Moscow's Red Square.[271] It was incorporated into a growing personality cult devoted to Lenin, with Petrograd being renamed ""Leningrad"" that year.[272] To bolster his image as a devoted Leninist, Stalin gave nine lectures at Sverdlov University on the Foundations of Leninism, later published in book form.[273] During the 13th Party Congress in May 1924, Lenin's Testament was read only to the leaders of the provincial delegations.[274] Embarrassed by its contents, Stalin offered his resignation as General Secretary; this act of humility saved him, and he was retained in the position.[275] According to Stalin's secretary, Boris Bazhanov, Stalin was jubilant over Lenin's death while ""publicly putting on the mask of grief"".[276]
",,,
"As General Secretary, Stalin had a free hand in making appointments to his own staff, implanting his loyalists throughout the party and administration.[277] Favouring new Communist Party members from proletarian backgrounds to the ""Old Bolsheviks"" who tended to be middle class university graduates,[278] he ensured he had loyalists dispersed across the country's regions.[279] Stalin had much contact with young party functionaries,[280] and the desire for promotion led many provincial figures to seek to impress Stalin and gain his favour.[281] Stalin also developed close relations with the trio at the heart of the secret police (first the Cheka and then its replacement, the State Political Directorate): Felix Dzerzhinsky, Genrikh Yagoda, and Vyacheslav Menzhinsky.[282] In his private life, he divided his time between his Kremlin apartment and a dacha at Zubalova;[283] his wife gave birth to a daughter, Svetlana, in February 1926.[284]
",,,
"In the wake of Lenin's death, various protagonists emerged in the struggle to become his successor: alongside Stalin was Trotsky, Zinoviev, Kamenev, Bukharin, Alexei Rykov, and Mikhail Tomsky.[285] Stalin saw Trotsky — whom he personally despised[286] — as the main obstacle to his dominance within the party.[287] While Lenin had been ill Stalin with Kamenev and Zinoviev had formed an unofficial Triumvirate (also known by its Russian name Troika), a political alliance aimed at Trotsky.[288] Although Zinoviev was concerned about Stalin's growing authority, he rallied behind him at the 13th Congress as a counterweight to Trotsky, who now led a party faction known as the Left Opposition.[289] The Left Opposition believed the NEP conceded too much to capitalism; Stalin was called a ""rightist"" for his support of the policy.[290] Stalin built up a retinue of his supporters in the Central Committee,[291] while the Left Opposition were gradually removed from their positions of influence.[292] He was supported in this by Bukharin, who, like Stalin, believed that the Left Opposition's proposals would plunge the Soviet Union into instability.[293]
",,,
"In late 1924, Stalin moved against Kamenev and Zinoviev, removing their supporters from key positions.[294] In 1925, the two moved into open opposition to Stalin and Bukharin.[295] At the 14th Party Congress in December, they launched an attack against Stalin's faction, but it was unsuccessful.[296] Stalin in turn accused Kamenev and Zinoviev of reintroducing factionalism — and thus instability — into the party.[296] In mid-1926, Kamenev and Zinoviev joined with Trotsky's supporters to form the United Opposition against Stalin;[297] in October they agreed to stop factional activity under threat of expulsion, and later publicly recanted their views under Stalin's command.[298] The factionalist arguments continued, with Stalin threatening to resign in October and then December 1926 and again in December 1927.[299] In October 1927, Zinoviev and Trotsky were removed from the Central Committee;[300] the latter was exiled to Kazakhstan and later deported from the country in 1929.[301] Some of those United Opposition members who were repentant were later rehabilitated and returned to government.[302]
",,,
"Stalin was now the party's supreme leader,[303] although he was not the head of government, a task he entrusted to his key ally Vyacheslav Molotov.[304] Other important supporters on the Politburo were Voroshilov, Lazar Kaganovich, and Sergo Ordzhonikidze,[305] with Stalin ensuring his allies ran the various state institutions.[306] According to Montefiore, at this point ""Stalin was the leader of the oligarchs but he was far from a dictator"".[307] His growing influence was reflected in naming of various locations after him; in June 1924 the Ukrainian mining town of Yuzovka became Stalino,[308] and in April 1925, Tsaritsyn was renamed Stalingrad on the order of Mikhail Kalinin and Avel Enukidze.[309]
",,,
"In 1926, Stalin published On Questions of Leninism.[310] Here, he argued for the concept of ""socialism in one country"", which he presented as an orthodox Leninist perspective. It nevertheless clashed with established Bolshevik views that socialism could not be established in one country but could only be achieved globally through the process of world revolution.[310]
",,,
"We have fallen behind the advanced countries by fifty to a hundred years. We must close that gap in ten years. Either we do this or we'll be crushed.
",,,
"This is what our obligations before the workers and peasants of the USSR dictate to us.
",,,
"— Stalin, February 1931[311]
",,,
"The Soviet Union lagged behind the industrial development of Western countries,[312] and there had been a shortfall of grain; 1927 produced only 70% of grain produced in 1926.[313] Stalin's government feared attack from Japan, France, the United Kingdom, Poland, and Romania.[314] Many communists, including in Komsomol, OGPU, and the Red Army, were eager to be rid of the NEP and its market-oriented approach;[315] they had concerns about those who profited from the policy: affluent peasants known as ""kulaks"" and small business owners or ""NEPmen"".[316] At this point, Stalin turned against the NEP, which put him on a course to the ""left"" even of Trotsky or Zinoviev.[317]
",,,
"In early 1928, Stalin travelled to Novosibirsk, where he alleged that kulaks were hoarding their grain and ordered that the kulaks be arrested and their grain confiscated, with Stalin bringing much of the area's grain back to Moscow with him in February.[318] At his command, grain procurement squads surfaced across Western Siberia and the Urals, with violence breaking out between these squads and the peasantry.[319] Stalin announced that both kulaks and the ""middle peasants"" must be coerced into releasing their harvest.[320] Bukharin and several other Central Committee members were angry that they had not been consulted about this measure, which they deemed rash.[321] In January 1930, the Politburo approved the liquidation of the kulak class; accused kulaks were rounded up and exiled to other parts of the country or to concentration camps.[322] Large numbers died during the journey.[323] By July 1930, over 320,000 households had been affected by the de-kulakisation policy.[322] According to Stalin biographer Dmitri Volkogonov, de-kulakisation was ""the first mass terror applied by Stalin in his own country.""[324]
",,,
"In 1929, the Politburo announced the mass collectivisation of agriculture,[326] establishing both kolkhozy collective farms and sovkhoz state farms.[327] Stalin barred kulaks from joining these collectives.[328] Although officially voluntary, many peasants joined the collectives out of fear they would face the fate of the kulaks; others joined amid intimidation and violence from party loyalists.[329] By 1932, about 62% of households involved in agriculture were part of collectives, and by 1936 this had risen to 90%.[330] Many of the collectivised peasants resented the loss of their private farmland,[331] and productivity slumped.[332] Famine broke out in many areas,[333] with the Politburo frequently ordering distribution of emergency food relief to these regions.[334]
",,,
"Armed peasant uprisings against dekulakisation and collectivisation broke out in Ukraine, the North Caucasus, Southern Russia, and Central Asia, reaching their apex in March 1930; these were suppressed by the Red Army.[335] Stalin responded to the uprisings with an article insisting that collectivisation was voluntary and blaming any violence and other excesses on local officials.[336] Although he and Stalin had been close for many years,[337] Bukharin expressed concerns about these policies; he regarded them as a return to Lenin's old ""war communism"" policy and believed that it would fail. By mid-1928 he was unable to rally sufficient support in the party to oppose the reforms.[338] In November 1929 Stalin removed him from the Politburo.[339]
",,,
"Officially, the Soviet Union had replaced the ""irrationality"" and ""wastefulness"" of a market economy with a planned economy organised along a long-term, precise, and scientific framework; in reality, Soviet economics were based on ad hoc commandments issued from the centre, often to make short-term targets.[340] In 1928, the first five-year plan was launched, its main focus on boosting heavy industry;[341] it was finished a year ahead of schedule, in 1932.[342] The USSR underwent a massive economic transformation.[343] New mines were opened, new cities like Magnitogorsk constructed, and work on the White Sea–Baltic Canal began.[343] Millions of peasants moved to the cities, although urban house building could not keep up with the demand.[343] Large debts were accrued purchasing foreign-made machinery.[344]
",,,
"Many of major construction projects, including the White Sea–Baltic Canal and the Moscow Metro, were constructed largely through forced labour.[345] The last elements of workers' control over industry were removed, with factory managers increasing their authority and receiving privileges and perks;[346] Stalin defended wage disparity by pointing to Marx's argument that it was necessary during the lower stages of socialism.[347] To promote intensification of labour, a series of medals and awards as well as the Stakhanovite movement were introduced.[325] Stalin's message was that socialism was being established in the USSR while capitalism was crumbling amid the Wall Street crash.[348] His speeches and articles reflected his utopian vision of the Soviet Union rising to unparalleled heights of human development, creating a ""new Soviet person"".[349]
",,,
"In 1928, Stalin declared that class war between the proletariat and their enemies would intensify as socialism developed.[350] He warned of a ""danger from the right"", including in the Communist Party itself.[351] The first major show trial in the USSR was the Shakhty Trial of 1928, in which several middle-class ""industrial specialists"" were convicted of sabotage.[352] From 1929 to 1930, further show trials were held to intimidate opposition:[353] these included the Industrial Party Trial, Menshevik Trial, and Metro-Vickers Trial.[354] Aware that the ethnic Russian majority may have concerns about being ruled by a Georgian,[355] he promoted ethnic Russians throughout the state hierarchy and made the Russian language compulsory throughout schools and offices, albeit to be used in tandem with local languages in areas with non-Russian majorities.[356] Nationalist sentiment among ethnic minorities was suppressed.[357] Conservative social policies were promoted to enhance social discipline and boost population growth; this included a focus on strong family units and motherhood, re-criminalisation of homosexuality, restrictions placed on abortion and divorce, and abolition of the Zhenotdel women's department.[358]
",,,
"Stalin desired a ""cultural revolution"",[359] entailing both creation of a culture for the ""masses"" and wider dissemination of previously elite culture.[360] He oversaw proliferation of schools, newspapers, and libraries, as well as advancement of literacy and numeracy.[361] Socialist realism was promoted throughout arts,[362] while Stalin personally wooed prominent writers, namely Maxim Gorky, Mikhail Sholokhov, and Aleksey Nikolayevich Tolstoy.[363] He also expressed patronage for scientists whose research fitted within his preconceived interpretation of Marxism; for instance, he endorsed research of an agrobiologist Trofim Lysenko despite the fact that it was rejected by the majority of Lysenko's scientific peers as pseudo-scientific.[364] The government's anti-religious campaign was re-intensified,[365] with increased funding given to the League of Militant Atheists.[357] Priests, imams, and Buddhist monks faced persecution.[353] Many religious buildings were demolished, most notably Moscow's Cathedral of Christ the Saviour, destroyed in 1931 to make way for the (never completed) Palace of the Soviets.[366] Religion retained an influence over much of the population; in the 1937 census, 57% of respondents were willing to admit to being religious.[367]
",,,
"Throughout the 1920s and beyond, Stalin placed a high priority on foreign policy.[368] He personally met with a range of Western visitors, including George Bernard Shaw and H. G. Wells, both of whom were impressed with him.[369] Through the Communist International, Stalin's government exerted a strong influence over Marxist parties elsewhere in the world;[370] initially, Stalin left the running of the organisation largely to Bukharin.[371] At its 6th Congress in July 1928, Stalin informed delegates that the main threat to socialism came not from the right but from non-Marxist socialists and social democrats, whom he called ""social fascists"";[372] Stalin recognised that in many countries, the social democrats were the Marxist-Leninists' main rivals for working-class support.[373] This preoccupation with opposing rival leftists concerned Bukharin, who regarded the growth of fascism and the far right across Europe as a far greater threat.[371] After Bukharin's departure, Stalin placed the Communist International under the administration of Dmitry Manuilsky and Osip Piatnitsky.[370]
",,,
"Stalin faced problems in his family life. In 1929, his son Yakov unsuccessfully attempted suicide; his failure earned Stalin's contempt.[374] His relationship with Nadezhda was also strained amid their arguments and her mental health problems.[375] In November 1932, after a group dinner in the Kremlin in which Stalin flirted with other women, Nadezhda shot herself.[376]
Publicly, the cause of death was given as appendicitis; Stalin also concealed the real cause of death from his children.[377] Stalin's friends noted that he underwent a significant change following her suicide, becoming emotionally harder.[378]
",,,
"Within the Soviet Union, there was widespread civic disgruntlement against Stalin's government.[379] Social unrest, previously restricted largely to the countryside, was increasingly evident in urban areas, prompting Stalin to ease on some of his economic policies in 1932.[380] In May 1932, he introduced a system of kolkhoz markets where peasants could trade their surplus produce.[381] At the same time, penal sanctions became more severe; at Stalin's instigation, in August 1932 a decree was introduced wherein the theft of even a handful of grain could be a capital offence.[382] The second five-year plan had its production quotas reduced from that of the first, with the main emphasis now being on improving living conditions.[380] It therefore emphasised the expansion of housing space and the production of consumer goods.[380] Like its predecessor, this plan was repeatedly amended to meet changing situations; there was for instance an increasing emphasis placed on armament production after Adolf Hitler became German chancellor in 1933.[383]
",,,
"The Soviet Union experienced a major famine which peaked in the winter of 1932–33;[384] between five and seven million people died.[385] The worst affected areas were Ukraine and the North Caucasus, although the famine also affected Kazakhstan and several Russian provinces.[386] Historians have long debated whether Stalin's government had intended the famine to occur or not;[387] there are no known documents in which Stalin or his government explicitly called for starvation to be used against the population.[388] The 1931 and 1932 harvests had been poor ones because of weather conditions[389] and had followed several years in which lower productivity had resulted in a gradual decline in output.[385] Government policies—including the focus on rapid industrialisation, the socialisation of livestock, and the emphasis on sown areas over crop rotation—exacerbated the problem;[390] the state had also failed to build reserve grain stocks for such an emergency.[391] Stalin blamed the famine on hostile elements and sabotage within the peasantry;[392] his government provided small amounts of food to famine-struck rural areas, although this was wholly insufficient to deal with the levels of starvation.[393] The Soviet government believed that food supplies should be prioritised for the urban workforce;[394] for Stalin, the fate of Soviet industrialisation was far more important than the lives of the peasantry.[395] Grain exports, which were a major means of Soviet payment for machinery, declined heavily.[393] Stalin would not acknowledge that his policies had contributed to the famine,[382] the existence of which was kept secret from foreign observers.[396]
",,,
"In 1935–36, Stalin oversaw a new constitution; its dramatic liberal features were designed as propaganda weapons, for all power rested in the hands of Stalin and his Politburo.[397] He declared that ""socialism, which is the first phase of communism, has basically been achieved in this country"".[397] In 1938, The History of the Communist Party of the Soviet Union (Bolsheviks), colloquially known as the Short Course, was released;[398] biographer Robert Conquest later referred to it as the ""central text of Stalinism"".[399] A number of authorised Stalin biographies were also published,[400] although Stalin generally wanted to be portrayed as the embodiment of the Communist Party rather than have his life story explored.[401] During the later 1930s, Stalin placed ""a few limits on the worship of his own greatness"".[401] By 1938, Stalin's inner circle had gained a degree of stability, containing the personalities who would remain there until Stalin's death.[402]
",,,
"Seeking improved international relations, in 1934 the Soviet Union secured membership of the League of Nations, from which it had previously been excluded.[403] Stalin initiated confidential communications with Hitler in October 1933, shortly after the latter came to power in Germany.[404] Stalin admired Hitler, particularly his manoeuvres to remove rivals within the Nazi Party in the Night of the Long Knives.[405] Stalin nevertheless recognised the threat posed by fascism and sought to establish better links with the liberal democracies of Western Europe;[406] in May 1935, the Soviets signed a treaty of mutual assistance with France and Czechoslovakia.[407] At the Communist International's 7th Congress, held in July–August 1935, the Soviet government encouraged Marxist-Leninists to unite with other leftists as part of a popular front against fascism.[408] In turn, the anti-communist governments of Nazi Germany, Fascist Italy, and Imperial Japan signed the Anti-Comintern Pact of 1936.[409]
",,,
"When the Spanish Civil War broke out in July 1936, the Soviets sent 648 aircraft and 407 tanks to the left-wing Republican faction; these were accompanied by 3,000 Soviet troops and 42,000 members of the International Brigades set up by the Communist International.[410] Stalin took a strong personal involvement in the Spanish situation.[411] Germany and Italy backed the Nationalist faction, which was ultimately victorious in March 1939.[412] With the outbreak of the Second Sino-Japanese War in July 1937, the Soviet Union and China signed a non-aggression pact the following August.[413] Stalin aided the Chinese Communist Party as they had suspended their civil war with the Kuomintang (KMT) nationalists and formed the desired United Front against Japanese aggression.[414]
",,,
"Stalin often gave conflicting signals regarding state repression.[415] In May 1933, he released from prison many convicted of minor offences, ordering the security services not to enact further mass arrests and deportations.[416] In September 1934, he launched a commission to investigate false imprisonments; that same month he called for the execution of workers at the Stalin Metallurgical Factory accused of spying for Japan.[415] This mixed approach began to change in December 1934, after prominent party member Sergey Kirov was murdered.[417] After the murder, Stalin became increasingly concerned by the threat of assassination, improved his personal security, and rarely went out in public.[418] State repression intensified after Kirov's death;[419] Stalin instigated this, reflecting his prioritisation of security above other considerations.[420] Stalin issued a decree establishing NKVD troikas which could mete out rulings without involving the courts.[421] In 1935, he ordered the NKVD to expel suspected counterrevolutionaries from urban areas;[383] in early 1935, over 11,000 were expelled from Leningrad.[383] In 1936, Nikolai Yezhov became head of the NKVD.[422]
",,,
"Stalin orchestrated the arrest of many former opponents in the Communist Party as well as sitting members of the Central Committee: denounced as Western-backed mercenaries, many were imprisoned or exiled internally.[423] The first Moscow Trial took place in August 1936; Kamenev and Zinoviev were among those accused of plotting assassinations, found guilty in a show trial, and executed.[424] The second Moscow Show Trial took place in January 1937,[425] and the third in March 1938, in which Bukharin and Rykov were accused of involvement in the alleged Trotskyite-Zinovievite terrorist plot and sentenced to death.[426] By late 1937, all remnants of collective leadership were gone from the Politburo, which was controlled entirely by Stalin.[427] There were mass expulsions from the party,[428] with Stalin commanding foreign communist parties to also purge anti-Stalinist elements.[429]
",,,
"Repressions further intensified in December 1936 and remained at a high level until November 1938, a period known as the Great Purge.[420] In May 1937, this was followed by the arrest of most members of the military Supreme Command and mass arrests throughout the military, often on fabricated charges.[430]  By the latter part of 1937, the purges had moved beyond the party and were affecting the wider population.[431] In July 1937, the Politburo ordered a purge of ""anti-Soviet elements"" in society, targeting anti-Stalin Bolsheviks, former Mensheviks and Socialist Revolutionaries, priests, ex-White Army soldiers, and common criminals.[432] That month, Stalin and Yezhov signed Order No. 00447, listing 268,950 people for arrest, of whom 75,950 were executed.[433] He also initiated ""national operations"", the ethnic cleansing of non-Soviet ethnic groups—among them Poles, Germans, Latvians, Finns, Greeks, Koreans, and Chinese—through internal or external exile.[434] During these years, approximately 1.6 million people were arrested, 700,000 were shot, and an unknown number died under NKVD torture.[435]
",,,
"During the 1930s and 1940s, NKVD groups assassinated defectors and opponents abroad;[436] in August 1940, Trotsky was assassinated in Mexico, eliminating the last of Stalin's opponents among the former Party leadership.[437]  These purges replaced most of the party's old guard with younger officials who did not remember a time before Stalin's leadership and who were regarded as more personally loyal to him.[438] Party functionaries readily carried out their commands and sought to ingratiate themselves with Stalin to avoid becoming the victim of the purge.[439] Such functionaries often carried out a greater number of arrests and executions than their quotas set by Stalin's central government.[440]
",,,
"Stalin initiated all key decisions during the Terror, personally directing many of its operations and taking an interest in their implementation.[441] His motives in doing so have been much debated by historians.[435] His personal writings from the period were — according to Khlevniuk — ""unusually convoluted and incoherent"", filled with claims about enemies encircling him.[442] He was particularly concerned at the success that right-wing forces had in overthrowing the leftist Spanish government,[443] fearing a domestic fifth column in the event of future war with Japan and Germany.[444] The Great Terror ended when Yezhov was removed as the head of the NKVD, to be replaced by Lavrentiy Beria,[445] a man totally devoted to Stalin.[446] Yezhov was arrested in April 1939 and executed in 1940.[447] The Terror damaged the Soviet Union's reputation abroad, particularly among sympathetic leftists.[448] As it wound down, Stalin sought to deflect responsibility from himself,[449] blaming its ""excesses"" and ""violations of law"" on Yezhov.[450] According to historian James Harris, contemporary archival research shows that the motivation behind the purges was not Stalin attempting to establish his own personal dictatorship; evidence suggests he was committed to building the socialist state envisioned by Lenin. The real motivation for the terror, according to Harris, was an excessive fear of counterrevolution.[451]
",,,
"As a Marxist–Leninist, Stalin considered conflict between competing capitalist powers inevitable; after Nazi Germany annexed Austria and then part of Czechoslovakia in 1938, he recognised a war was looming.[452] He sought to maintain Soviet neutrality, hoping that a German war against France and Britain would lead to Soviet dominance in Europe.[453] Militarily, the Soviets also faced a threat from the east, with Soviet troops clashing with the expansionist Japanese in the latter part of the 1930s.[454] Stalin initiated a military build-up, with the Red Army more than doubling between January 1939 and June 1941, although in its haste to expand many of its officers were poorly trained.[455] Between 1940 and 1941 he also purged the military, leaving it with a severe shortage of trained officers when war broke out.[456]
",,,
"As Britain and France seemed unwilling to commit to an alliance with the Soviet Union, Stalin saw a better deal with the Germans.[457] On 3 May 1939, Stalin replaced his western-oriented foreign minister Maxim Litvinov with Vyacheslav Molotov.[458] Germany began negotiations with the Soviets, proposing that Eastern Europe be divided between the two powers.[459] Stalin saw this as an opportunity both for territorial expansion and temporary peace with Germany.[460] In August 1939, the Soviet Union signed the Molotov–Ribbentrop pact with Germany, a non-aggression pact negotiated by Molotov and German foreign minister Joachim von Ribbentrop.[461] A week later, Germany invaded Poland, sparking the UK and France to declare war on Germany.[462] On 17 September, the Red Army entered eastern Poland, officially to restore order amid the collapse of the Polish state.[463] On 28 September, Germany and the Soviet Union exchanged some of their newly conquered territories; Germany gained the linguistically Polish-dominated areas of Lublin Province and part of Warsaw Province while the Soviets gained Lithuania.[464] A German–Soviet Frontier Treaty was signed shortly after, in Stalin's presence.[465] The two states continued trading, undermining the British blockade of Germany.[466]
",,,
"The Soviets further demanded parts of eastern Finland, but the Finnish government refused. The Soviets invaded Finland in November 1939, yet despite numerical inferiority, the Finns kept the Red Army at bay.[467] International opinion backed Finland, with the Soviets being expelled from the League of Nations.[468] Embarrassed by their inability to defeat the Finns, the Soviets signed an interim peace treaty, in which they received territorial concessions from Finland.[469] In June 1940, the Red Army occupied the Baltic states, which were forcibly merged into the Soviet Union in August;[470] they also invaded and annexed Bessarabia and northern Bukovina, parts of Romania.[471] The Soviets sought to forestall dissent in these new East European territories with mass repressions.[472] One of the most noted instances was the Katyn massacre of April and May 1940, in which around 22,000 members of the Polish armed forces, police, and intelligentsia were executed.[473]
",,,
"The speed of the German victory over and occupation of France in mid-1940 took Stalin by surprise.[474] He increasingly focused on appeasement with the Germans to delay any conflict with them.[475] After the Tripartite Pact was signed by Axis Powers Germany, Japan, and Italy in October 1940, Stalin proposed that the USSR also join the Axis alliance.[476] To demonstrate peaceful intentions toward Germany, in April 1941 the Soviets signed a neutrality pact with Japan.[477] Although de facto head of government for a decade and a half, Stalin concluded that relations with Germany had deteriorated to such an extent that he needed to deal with the problem as de jure head of government as well: on 6 May, Stalin replaced Molotov as Premier of the Soviet Union.[478]
",,,
"In June 1941, Germany invaded the Soviet Union, initiating the war on the Eastern Front.[479] Despite intelligence agencies repeatedly warning him of Germany's intentions, Stalin was taken by surprise.[480] He formed a State Defense Committee, which he headed as Supreme Commander,[481] as well as a military Supreme Command (Stavka),[482] with Georgy Zhukov as its Chief of Staff.[483] The German tactic of blitzkrieg was initially highly effective; the Soviet air force in the western borderlands was destroyed within two days.[484] The German Wehrmacht pushed deep into Soviet territory;[485] soon, Ukraine, Byelorussia, and the Baltic states were under German occupation, and Leningrad was under siege;[486] and Soviet refugees were flooding into Moscow and surrounding cities.[487] By July, Germany's Luftwaffe was bombing Moscow,[486] and by October the Wehrmacht was amassing for a full assault on the capital. Plans were made for the Soviet government to evacuate to Kuibyshev, although Stalin decided to remain in Moscow, believing his flight would damage troop morale.[488] The German advance on Moscow was halted after two months of battle in increasingly harsh weather conditions.[489]
",,,
"Going against the advice of Zhukov and other generals, Stalin emphasised attack over defence.[490] In June 1941, he ordered a scorched earth policy of destroying infrastructure and food supplies before the Germans could seize them,[491] also commanding the NKVD to kill around 100,000 political prisoners in areas the Wehrmacht approached.[492] He purged the military command; several high-ranking figures were demoted or reassigned and others were arrested and executed.[493] With Order No. 270, Stalin commanded soldiers risking capture to fight to the death describing the captured as traitors;[494] among those taken as a prisoner of war by the Germans was Stalin's son Yakov, who died in their custody.[495] Stalin issued Order No. 227 in July 1942, which directed that those retreating unauthorised would be placed in ""penal battalions"" used as cannon fodder on the front lines.[496] Amid the fighting, both the German and Soviet armies disregarded the law of war set forth in the Geneva Conventions;[497] the Soviets heavily publicised Nazi massacres of communists, Jews, and Romani.[498] Stalin exploited Nazi anti-Semitism, and in April 1942 he sponsored the Jewish Anti-Fascist Committee (JAC) to garner global Jewish support for the Soviet war effort.[499]
",,,
"The Soviets allied with the United Kingdom and United States;[500] although the U.S. joined the war against Germany in 1941, little direct American assistance reached the Soviets until late 1942.[497] Responding to the invasion, the Soviets intensified their industrial enterprises in central Russia, focusing almost entirely on production for the military.[501] They achieved high levels of industrial productivity, outstripping that of Germany.[498] During the war, Stalin was more tolerant of the Russian Orthodox Church, allowing it to resume some of its activities and meeting with Patriarch Sergius in September 1943.[502] He also permitted a wider range of cultural expression, notably permitting formerly suppressed writers and artists like Anna Akhmatova and Dmitri Shostakovich to disperse their work more widely.[503] The Internationale was dropped as the country's national anthem, to be replaced with a more patriotic song.[504] The government increasingly promoted Pan-Slavist sentiment,[505] while encouraging increased criticism of cosmopolitanism, particularly the idea of ""rootless cosmopolitanism"", an approach with particular repercussions for Soviet Jews.[506] Comintern was dissolved in 1943,[507] and Stalin encouraged foreign Marxist–Leninist parties to emphasise nationalism over internationalism to broaden their domestic appeal.[505]
",,,
"In April 1942, Stalin overrode Stavka by ordering the Soviets' first serious counter-attack, an attempt to seize German-held Kharkov in eastern Ukraine. This attack proved unsuccessful.[508] That year, Hitler shifted his primary goal from an overall victory on the Eastern Front to the goal of securing the oil fields in the southern Soviet Union crucial to a long-term German war effort.[509] While Red Army generals saw evidence that Hitler would shift efforts south, Stalin considered this to be a flanking move in a renewed effort to take Moscow.[510] In June 1942, the German Army began a major offensive in Southern Russia, threatening Stalingrad; Stalin ordered the Red Army to hold the city at all costs.[511] This resulted in the protracted Battle of Stalingrad.[512] In December 1942, he placed Konstantin Rokossovski in charge of holding the city.[513] In February 1943, the German troops attacking Stalingrad surrendered.[514] The Soviet victory there marked a major turning point in the war;[515] in commemoration, Stalin declared himself Marshal of the Soviet Union.[516]
",,,
"By November 1942, the Soviets had begun to repulse the important German strategic southern campaign and, although there were 2.5 million Soviet casualties in that effort, it permitted the Soviets to take the offensive for most of the rest of the war on the Eastern Front.[517] Germany attempted an encirclement attack at Kursk, which was successfully repulsed by the Soviets.[518] By the end of 1943, the Soviets occupied half of the territory taken by the Germans from 1941 to 1942.[519] Soviet military industrial output also had increased substantially from late 1941 to early 1943 after Stalin had moved factories well to the east of the front, safe from German invasion and aerial assault.[520]
",,,
"In Allied countries, Stalin was increasingly depicted in a positive light over the course of the war.[521] In 1941, the London Philharmonic Orchestra performed a concert to celebrate his birthday,[522] and in 1942, Time magazine named him ""Man of the Year"".[521] When Stalin learned that people in Western countries affectionately called him ""Uncle Joe"" he was initially offended, regarding it as undignified.[523] There remained mutual suspicions between Stalin, British Prime Minister Winston Churchill, and U.S. President Franklin D. Roosevelt, who were together known as the ""Big Three"".[524] Churchill flew to Moscow to visit Stalin in August 1942 and again in October 1944.[525] Stalin scarcely left Moscow throughout the war,[526] with Roosevelt and Churchill frustrated with his reluctance to travel to meet them.[527]
",,,
"In November 1943, Stalin met with Churchill and Roosevelt in Tehran, a location of Stalin's choosing.[528] There, Stalin and Roosevelt got on well, with both desiring the post-war dismantling of the British Empire.[529] At Tehran, the trio agreed that to prevent Germany rising to military prowess yet again, the German state should be broken up.[530] Roosevelt and Churchill also agreed to Stalin's demand that the German city of Königsberg be declared Soviet territory.[530] Stalin was impatient for the UK and U.S. to open up a Western Front to take the pressure off of the East; they eventually did so in mid-1944.[531] Stalin insisted that, after the war, the Soviet Union should incorporate the portions of Poland it occupied pursuant to the Molotov–Ribbentrop Pact with Germany, which Churchill opposed.[532] Discussing the fate of the Balkans, later in 1944 Churchill agreed to Stalin's suggestion that after the war, Bulgaria, Romania, Hungary, and Yugoslavia would come under the Soviet sphere of influence while Greece would come under that of the West.[533]
",,,
